72,"t","Agricultural Chemical Usage 2006 Restricted Use Summary: Released October 3, 2007, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
72,"t","Pumpkins:  Agricultural Chemical Applications,"
72,"t","Restricted Use Pesticides,"
72,"t","Program States, 2006 1/"
72,"h","","","","","",""
72,"h","Restricted Use","Area","Appli-","Rate per","Rate per","Total"
72,"h","Pesticide","Applied","cations","Application","Crop Year","Applied"
72,"h","","","","","",""
72,"u","","Percent","Number","Pounds per Acre","Pounds per Acre","1,000 lbs"
72,"d","",,,,,
72,"d","Herbicides",,,,,
72,"d","  Paraquat",5,1.0,0.329,0.331,0.7
72,"d","",,,,,
72,"d","Insecticides",,,,,
72,"d","  Bifenthrin",40,1.3,0.057,0.075,1.3
72,"d","  Carbofuran",1,1.1,0.681,0.725,0.4
72,"d","  Esfenvalerate",6,2.2,0.037,0.082,0.2
72,"d","  Lambda-cyhalothrin",4,2.3,0.021,0.048,0.1
72,"d","  Methomyl",4,1.8,0.396,0.724,1.3
72,"d","  Permethrin",8,2.5,0.133,0.334,1.1
72,"d","  Zeta-cypermethrin",6,1.9,0.015,0.029,0.1
72,"c",""
72,"f","1/  Planted  acreage in 2006 for the 5 Program States was 42,000 acres."
72,"f","^ ^  States included are CA, IL, MI, OH, and PA."
