82,"t","Agricultural Chemical Usage 2006 Restricted Use Summary: Released October 3, 2007, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
82,"t","Watermelons:  Agricultural Chemical Applications,"
82,"t","Restricted Use Pesticides,"
82,"t","Program States, 2006 1/"
82,"h","","","","","",""
82,"h","Restricted Use","Area","Appli-","Rate per","Rate per","Total"
82,"h","Pesticide","Applied","cations","Application","Crop Year","Applied"
82,"h","","","","","",""
82,"u","","Percent","Number","Pounds per Acre","Pounds per Acre","1,000 lbs"
82,"d","",,,,,
82,"d","Herbicides",,,,,
82,"d","  Paraquat",2,1.2,0.345,0.431,1.1
82,"d","",,,,,
82,"d","Insecticides",,,,,
82,"d","  Bifenthrin",2,1.8,0.074,0.136,0.3
82,"d","  Chlorpyrifos",1,1.0,0.711,0.711,0.8
82,"d","  Diazinon",2,1.4,3.447,4.811,12.1
82,"d","  Esfenvalerate",9,2.3,0.035,0.082,0.9
82,"d","  Methomyl",6,2.9,0.542,1.550,11.5
82,"d","  Methyl bromide",1,1.0,183.243,183.243,259.0
82,"d","  Oxamyl",2,4.5,0.283,1.264,2.7
82,"d","  Permethrin",3,2.2,0.114,0.248,1.0
82,"d","",,,,,
82,"d","Other Chemicals",,,,,
82,"d","  Chloropicrin",2,1.0,40.262,40.579,80.7
82,"d","  Dichloropropene",3,1.0,68.612,68.891,262.9
82,"c",""
82,"f","1/  Planted  acreage in 2006 for the 7 Program States was 120,200 acres."
82,"f","^ ^  States included are AZ, CA, FL, GA, NC, SC, and TX."
