58,"t","Agricultural Chemical Usage 2006 Restricted Use Summary: Released October 3, 2007, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
58,"t","Cabbage, Fresh:  Agricultural Chemical Applications,"
58,"t","Restricted Use Pesticides,"
58,"t","Program States, 2006 1/"
58,"h","","","","","",""
58,"h","Restricted Use","Area","Appli-","Rate per","Rate per","Total"
58,"h","Pesticide","Applied","cations","Application","Crop Year","Applied"
58,"h","","","","","",""
58,"u","","Percent","Number","Pounds per Acre","Pounds per Acre","1,000 lbs"
58,"d","",,,,,
58,"d","Herbicides",,,,,
58,"d","  Paraquat",1,1.2,0.591,0.683,0.3
58,"d","",,,,,
58,"d","Insecticides",,,,,
58,"d","  Bifenthrin",14,2.6,0.078,0.202,1.8
58,"d","  Chlorpyrifos",3,1.0,0.925,0.940,1.9
58,"d","  Diazinon",6,1.1,1.056,1.117,4.5
58,"d","  Disulfoton",2,1.0,1.904,1.937,2.2
58,"d","  Emamectin benzoate",13,1.3,0.010,0.013,0.1
58,"d","  Esfenvalerate",15,2.1,0.039,0.080,0.8
58,"d","  Lambda-cyhalothrin",22,1.9,0.026,0.048,0.7
58,"d","  Methomyl",11,1.7,0.544,0.914,6.4
58,"d","  Permethrin",19,1.4,0.126,0.181,2.2
58,"d","  Thiodicarb",4,1.4,0.351,0.505,1.2
58,"d","  Zeta-cypermethrin",16,1.7,0.032,0.054,0.5
58,"c",""
58,"f","1/  Planted  acreage in 2006 for the 7 Program States was 63,800 acres."
58,"f","^ ^  States included are CA, FL, GA, NY, NC, TX, and WI."
