71,"t","Agricultural Chemical Usage 2006 Restricted Use Summary: Released October 3, 2007, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
71,"t","Other Lettuce:  Agricultural Chemical Applications,"
71,"t","Restricted Use Pesticides,"
71,"t","Program States, 2006 1/"
71,"h","","","","","",""
71,"h","Restricted Use","Area","Appli-","Rate per","Rate per","Total"
71,"h","Pesticide","Applied","cations","Application","Crop Year","Applied"
71,"h","","","","","",""
71,"u","","Percent","Number","Pounds per Acre","Pounds per Acre","1,000 lbs"
71,"d","",,,,,
71,"d","Herbicides",,,,,
71,"d","  Pronamide",44,1.0,0.980,0.998,58.4
71,"d","",,,,,
71,"d","Insecticides",,,,,
71,"d","  Abamectin",6,1.1,0.007,0.008,0.1
71,"d","  Cyfluthrin",9,1.3,0.041,0.053,0.7
71,"d","  Diazinon",52,1.7,0.669,1.133,78.6
71,"d","  Emamectin benzoate",4,1.2,0.009,0.010,"( 2/ )"
71,"d","  Gamma-cyhalothrin",4,1.0,0.015,0.015,0.1
71,"d","  Lambda-cyhalothrin",36,1.3,0.028,0.037,1.8
71,"d","  Methomyl",40,1.2,0.643,0.746,39.8
71,"d","  Permethrin",43,1.2,0.144,0.176,10.1
71,"d","  Zeta-cypermethrin",66,1.5,0.045,0.068,6.0
71,"c",""
71,"f","1/  Planted  acreage in 2006 for the 2 Program States was 133,400 acres."
71,"f","^ ^  States included are AZ and CA."
71,"f","2/  Total applied is less than 50 lbs."
