81,"t","Agricultural Chemical Usage 2006 Restricted Use Summary: Released October 3, 2007, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
81,"t","Tomatoes, Proc.:  Agricultural Chemical Applications,"
81,"t","Restricted Use Pesticides,"
81,"t","Program States, 2006 1/"
81,"h","","","","","",""
81,"h","Restricted Use","Area","Appli-","Rate per","Rate per","Total"
81,"h","Pesticide","Applied","cations","Application","Crop Year","Applied"
81,"h","","","","","",""
81,"u","","Percent","Number","Pounds per Acre","Pounds per Acre","1,000 lbs"
81,"d","",,,,,
81,"d","Herbicides",,,,,
81,"d","  Paraquat",9,1.1,0.627,0.666,16.5
81,"d","",,,,,
81,"d","Insecticides",,,,,
81,"d","  Abamectin",3,1.0,0.005,0.005,0.1
81,"d","  Emamectin benzoate",20,1.1,0.010,0.010,0.6
81,"d","  Esfenvalerate",8,1.2,0.047,0.056,1.3
81,"d","  Lambda-cyhalothrin",12,1.3,0.027,0.035,1.2
81,"d","  Methamidophos",1,1.3,0.983,1.249,3.9
81,"d","  Methomyl",5,1.5,0.523,0.766,11.3
81,"d","  Permethrin",5,1.5,0.194,0.294,4.2
81,"d","  Zeta-cypermethrin",4,1.1,0.047,0.053,0.6
81,"c",""
81,"f","1/  Planted acreage in 2006 for California was 283,000 acres."
